studentid,subsidy
30986,0
30987,2000
30990,0
30991,0
31010,0
31011,2000
31012,0
31013,2000
31032,0
31033,2000
31042,0
31043,0
31044,0
31045,0
31050,0
31051,2000
31054,0
31055,2000
31062,0
31063,2000
31070,0
31071,2000
31088,0
31089,2000
31090,0
31091,1000
31092,0
31093,2000
31096,0
31097,0
31113,0
31115,0
31117,1000
31120,0
31121,0
31122,0
31123,2000
31124,0
31125,2000
31132,0
31133,2000
31150,0
31151,2000
31154,0
31155,0
31160,0
31161,0
31162,0
31163,0
31166,0
31167,0
31168,0
31169,0
31172,0
31173,2000
31174,0
31175,2000
31194,0
31195,0
31204,0
31205,0
31206,0
31207,0
31208,0
31209,1500
31216,0
31217,2000
31222,0
31223,2000
31228,0
31229,2000
31232,0
31233,2000
31234,0
31235,0
31238,0
31239,2000
31240,0
31241,2000
31246,0
31247,2000
31252,0
31253,2000
31254,0
31255,0
31258,0
31259,0
31264,0
31265,0
31274,0
31275,0
31276,0
31277,0
31278,0
31279,0
31288,0
31289,2000
31296,0
31297,0
31298,0
31299,2000
31304,0
31305,2000
31306,0
31307,2000
31324,0
31325,2000
31326,0
31327,2000
31336,0
31337,2000
31340,0
31341,2000
31344,0
31345,2000
31352,0
31353,2000
31366,0
31367,2000
31370,0
31371,2000
31394,0
31395,2000
31410,0
31411,2000
31414,0
31415,0
31432,0
31433,0
31436,0
31437,0
31438,0
31439,0
31440,0
31441,0
31444,0
31445,2000
31448,0
31449,2000
31460,0
31461,0
31468,0
31469,2000
31478,0
31479,0
31488,0
31489,2000
31490,0
31491,2000
31492,0
31493,2000
31494,0
31495,2000
31502,0
31503,0
31510,0
31511,0
31512,0
31513,2000
31520,0
31521,2000
31522,0
31523,2000
31524,0
31525,2000
31528,0
31529,0
31532,0
31533,0
31536,0
31537,0
31544,0
31545,2000
31546,0
31547,2000
31550,0
31551,2000
31552,0
31553,2000
31556,0
31557,2000
31560,0
31561,2000
31562,0
31563,2000
31566,0
31567,2000
31572,0
31573,0
31584,0
31585,2000
31588,0
31589,2000
31590,0
31591,0
31598,0
31599,0
31600,0
31601,2000
31610,0
31611,2000
31620,0
31621,0
31630,0
31631,2000
31634,0
31635,2000
31638,0
31639,2000
31640,0
31641,2000
31648,0
31649,2000
31654,0
31655,2000
31656,0
31657,2000
31658,0
31659,2000
31670,0
31671,2000
31678,0
31679,2000
31680,0
31681,2000
31684,0
31685,2000
31698,0
31699,2000
31714,0
31715,2000
31716,0
31717,2000
31722,0
31723,0
31724,0
31725,2000
31728,0
31729,0
31734,0
31735,2000
31742,0
31743,2000
31744,0
31745,2000
31746,0
31747,2000
31756,0
31757,2000
31758,0
31759,1000
31764,0
31765,2000
31768,0
31769,2000
31774,0
31775,1000
31784,0
31785,2000
31792,0
31793,2000
31796,0
31797,1000
31798,0
31799,2000
31800,0
31801,2000
31802,0
31803,0
31806,0
31807,2000
31808,0
31809,0
31812,0
31813,2000
31830,0
31831,0
31838,0
31839,0
31842,0
31843,2000
31844,0
31845,0
31858,0
31859,2000
31862,0
31863,1500
31874,0
31875,2000
31880,0
31881,2000
31882,0
31883,2000
31888,0
31889,2000
31894,0
31895,2000
31896,0
31897,2000
31900,0
31901,2000
31906,0
31907,2000
31928,0
31929,2000
31932,0
31933,2000
31944,0
31945,2000
31946,0
31947,2000
31948,0
31949,2000
31950,0
31951,2000
31960,0
31961,0
31964,0
31965,0
31978,0
31979,2000
31984,0
31985,0
31990,0
31991,2000
32006,0
32007,0
32014,0
32015,2000
32018,0
32019,2000
32020,0
32021,2000
32022,0
32023,1000
32024,0
32025,2000
32026,0
32027,0
32028,0
32029,2000
32036,0
32037,2000
32038,0
32039,2000
32044,0
32045,2000
32046,0
32047,1000
32048,0
32049,1000
32054,0
32055,2000
32060,0
32061,0
32064,0
32065,2000
32066,0
32067,2000
32068,0
32069,2000
32072,0
32073,0
32076,0
32077,2000
32096,0
32097,2000
32102,0
32103,2000
32104,0
32105,2000
32106,0
32107,2000
32110,0
32111,1500
32114,0
32115,2000
32118,0
32119,2000
32122,0
32123,2000
32130,0
32131,2000
32132,0
32133,2000
32138,0
32139,0
32146,0
32147,2000
32152,0
32153,2000
32154,0
32155,0
32164,0
32165,2000
32170,0
32171,2000
32174,0
32175,2000
32178,0
32179,2000
32186,0
32187,2000
32200,0
32201,0
32204,0
32205,2000
32208,0
32209,2000
32216,0
32217,2000
32222,0
32223,2000
32228,0
32229,2000
32236,0
32237,2000
32238,0
32239,2000
32242,0
32243,0
32250,0
32251,2000
32252,0
32253,2000
32258,0
32259,2000
32260,0
32261,2000
32264,0
32265,2000
32266,0
32267,2000
32274,0
32275,0
32282,0
32283,2000
32284,0
32285,0
32292,0
32293,2000
32294,0
32295,2000
32314,0
32315,0
32322,0
32323,2000
32332,0
32333,2000
32336,0
32337,2000
32344,0
32345,2000
32352,0
32353,1000
32362,0
32363,2000
32364,0
32365,2000
32366,0
32367,0
32368,0
32369,2000
32372,0
32373,2000
32376,0
32377,1500
32378,0
32379,2000
32388,0
32389,2000
32396,0
32397,0
32398,0
32399,0
32400,0
32401,2000
32406,0
32407,0
32410,0
32411,0
32412,0
32413,0
32414,0
32415,0
32416,0
32417,2000
32418,0
32419,0
32424,0
32425,0
32428,0
32429,0
32434,0
32435,0
32438,0
32439,0
32442,0
32443,2000
32450,0
32451,2000
32454,0
32455,2000
32462,0
32463,0
32474,0
32475,2000
32476,0
32477,2000
32484,0
32485,2000
32494,0
32495,2000
32496,0
32497,0
32500,0
32501,1000
32506,0
32507,2000
32510,0
32511,0
32512,0
32513,2000
32526,0
32527,0
32540,0
32541,0
32542,0
32543,0
32550,0
32551,0
32552,0
32553,0
32562,0
32563,1000
32564,0
32565,2000
32566,0
32567,0
32568,0
32569,2000
32578,0
32579,2000
32582,0
32583,2000
32584,0
32585,2000
32586,0
32587,2000
32606,0
32607,0
32610,0
32611,2000
32612,0
32613,2000
32618,0
32619,0
32622,0
32623,2000
32644,0
32645,0
32646,0
32647,0
32649,0
32656,0
32657,2000
